stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
"abou01",,"Anciennes Boucheries",,"",49.182247,-0.373635,,,0,"COM_abou02",,1,,
"movi01",,"Mondevillage",,"",49.160454,-0.301207,,,0,"COM_movi01_1",,1,,
"movi02",,"Mondevillage",,"",49.160576,-0.301748,,,0,"COM_movi01_1",,1,,
"ecol02",,"Lebisey Ecole",,"",49.220261,-0.343230,,,0,"COM_ecol02",,1,,
"rgen01",,"Genève",,"",49.159771,-0.339613,,,0,"COM_rgen01_1",,2,,
"drak01",,"Drakkar-BBC",,"",49.209766,-0.332489,,,0,"COM_drak01",,1,,
"rgen02",,"Genève",,"",49.159481,-0.339332,,,0,"COM_rgen01_1",,2,,
"sabl01",,"Sablons",,"",49.194767,-0.370737,,,0,"COM_sabl02",,1,,
"3dib02",,"3ème DIB",,"",49.216660,-0.340752,,,0,"COM_3dib01",,1,,
"acad02",,"Acadiens",,"",49.204613,-0.382719,,,0,"COM_acad02_1",,1,,
"lebi11",,"Lebisey",,"",49.214378,-0.343618,,,0,"COM_ecol02",,1,,
"acad01",,"Acadiens",,"",49.204731,-0.381946,,,0,"COM_acad02_1",,1,,
"lebi12",,"Lebisey",,"",49.214443,-0.343425,,,0,"COM_ecol02",,1,,
"gyla01",,"Gymnase Laporte",,"",49.196945,-0.335201,,,0,"COM_gyla02",,1,,
"pova01",,"Poppa de Valois",,"",49.198666,-0.339032,,,0,"COM_pova02",,1,,
"conn",,"Hérouville Piscine",,"",49.195259,-0.328564,,,0,"COM_conn",,1,,
"cbou01",,"Cheux Bourg",,"",49.167168,-0.524882,,,0,"COM_cbou01",,1,,
"avbe02",,"Berlin",,"",49.200043,-0.337292,,,0,"COM_avbe02",,1,,
"avbe01",,"Berlin",,"",49.199905,-0.337394,,,0,"COM_avbe02",,1,,
"gyla02",,"Gymnase Laporte",,"",49.196892,-0.335599,,,0,"COM_gyla02",,1,,
"neme01",,"Neuf Mer",,"",49.230675,-0.480270,,,0,"COM_neme01",,2,,
"mala01",,"Maladrerie",,"maladrerie",49.187164,-0.406900,,,0,"ARCOM@C098",,1,,
"gyhu02",,"Gymnase Humbert",,"",49.208000,-0.334270,,,0,"COM_gyhu02_1",,1,,
"scgt01",,"Sainte-Croix",,"",49.232609,-0.559192,,,0,"COM_scgt01",,2,,
"drak02",,"Drakkar-BBC",,"",49.209995,-0.332099,,,0,"COM_drak01",,1,,
"mtha02",,"Thaon Mairie",,"Mairie",49.258350,-0.454720,,,0,"COM_cree01",,1,,
"grpa01",,"Grand Parc",,"",49.202267,-0.337040,,,0,"COM_grpa02",,1,,
"grpa02",,"Grand Parc",,"",49.202339,-0.336894,,,0,"COM_grpa02",,1,,
"rotbo01",,"Rots Bourg",,"Bourg",49.198681,-0.478684,,,0,"COM_rotbo01",,2,,
"egbr01",,"Bretteville Église",,"Bretteville église",49.166679,-0.412954,,,0,"1150076",,2,,
"egbr02",,"Bretteville Église",,"Bretteville église",49.166466,-0.413996,,,0,"1150076",,1,,
"htha01",,"Hauts de Thaon",,"Hauts de Thaon",49.255585,-0.456487,,,0,"COM_htha02",,2,,
"egve02",,"Venoix Eglise",,"",49.172760,-0.394893,,,0,"COM_egve01_1",,1,,
"lavi02",,"Lavigerie",,"",49.161789,-0.366040,,,0,"COM_lavi01_1",,1,,
"plce02",,"Place Centrale",,"",49.154095,-0.329551,,,0,"COM_plce02_1",,1,,
"broc01",,"Brocéliande",,"",49.178543,-0.402533,,,0,"COM_brc04",,1,,
"plce01",,"Place Centrale",,"",49.154312,-0.329934,,,0,"COM_plce02_1",,1,,
"rtev01",,"Route d'Evrecy",,"",49.161995,-0.402443,,,0,"COM_rtev02",,2,,
"etma02",,"Etat Major",,"",49.180416,-0.377867,,,0,"COM_etma02_1",,1,,
"malo01",,"Louvigny Mairie",,"",49.156879,-0.389720,,,0,"COM_malo01_1",,2,,
"etma01",,"Etat Major",,"",49.180801,-0.377093,,,0,"COM_etma02_1",,2,,
"malo02",,"Louvigny Mairie",,"",49.156872,-0.390108,,,0,"COM_malo01_1",,2,,
"abar02",,"Abbaye",,"",49.197117,-0.413078,,,0,"COM_abar01",,2,,
"abar01",,"Abbaye",,"",49.196953,-0.412946,,,0,"COM_abar01",,2,,
"arma01",,"Armand Marie",,"",49.164356,-0.358993,,,0,"COM_arma02",,1,,
"pate01",,"Parc Tertiaire",,"",49.208672,-0.324443,,,0,"COM_pate22_1",,1,,
"arma02",,"Armand Marie",,"",49.164246,-0.359123,,,0,"COM_arma02",,1,,
"ecmu01",,"Claudie Haigneré",,"",49.211521,-0.326491,,,0,"COM_ecmu01",,1,,
"abou02",,"Anciennes Boucheries",,"",49.182419,-0.374245,,,0,"COM_abou02",,1,,
"lebo02",,"Le Bois",,"",49.212029,-0.330485,,,0,"COM_lebo01",,1,,
"cari01",,"Carrières",,"",49.170853,-0.358640,,,0,"COM_cari01",,2,,
"pasp01",,"Pickford",,"",49.174057,-0.390602,,,0,"ARCOM@C091",,1,,
"lebo01",,"Le Bois",,"",49.212017,-0.330635,,,0,"COM_lebo01",,1,,
"cari02",,"Carrières",,"",49.170818,-0.358707,,,0,"COM_cari01",,2,,
"pasp02",,"Pickford",,"",49.173939,-0.391298,,,0,"ARCOM@C091",,1,,
"cste01",,"Calvaire Saint-Etienne",,"",49.183647,-0.390167,,,0,"COM_cste01",,1,,
"melo01",,"Louvigny Mesnil",,"",49.162552,-0.408395,,,0,"COM_melo01",,1,,
"egve01",,"Venoix Eglise",,"",49.172863,-0.394208,,,0,"COM_egve01_1",,1,,
"lavi01",,"Lavigerie",,"",49.161518,-0.365479,,,0,"COM_lavi01_1",,1,,
"tourn02",,"Tournières",,"",49.185452,-0.389441,,,0,"COM_tourn02",,2,,
"mbro01",,"Brouay Mairie",,"",49.210922,-0.561032,,,0,"COM_mbro02",,2,,
"csma01",,"Norrey Calvaire",,"",49.201134,-0.512940,,,0,"ARCOM@SMA022",,2,,
"egtha01",,"Thaon Eglise",,"Eglise",49.260929,-0.456599,,,0,"COM_egtha01",,2,,
"grbo01",,"Grand Bois",,"Grand bois",49.150867,-0.467443,,,0,"COM_grbo01",,1,,
"bray01",,"Bray",,"LASSON_Bray",49.226646,-0.489425,,,0,"COM_bray01",,2,,
"elas01",,"Centre Animation",,"LASSON_Centre animation",49.229904,-0.463686,,,0,"ARCOM@LAS005",,2,,
"borc01",,"L'Orgueilleuse Mairie",,"",49.211533,-0.515671,,,0,"1150035",,2,,
"1153119",,"Libération",,"Libération",49.180984,-0.222020,,,0,"COM_sali02",,2,,
"crva01",,"Croix Vautier",,"Croix vautier",49.202324,-0.463928,,,0,"1150869",,2,,
"macl01",,"Mare aux Clercs",,"BRETTEVILLE-L'ORGUEILLEUSE_Mare aux clercs",49.208664,-0.506702,,,0,"COM_macl01",,2,,
"chev01",,"Chevaliers",,"",49.176830,-0.402082,,,0,"COM_chev01",,1,,
"eclo01",,"Louvigny Ecole",,"",49.157417,-0.393490,,,0,"COM_eclo02",,2,,
"eclo02",,"Louvigny Ecole",,"",49.157475,-0.393608,,,0,"COM_eclo02",,2,,
"carpm02",,"Carpiquet Mairie",,"",49.183689,-0.440625,,,0,"ARCOM@CAR003",,2,,
"mmoi02",,"Maison Moisson",,"",49.156948,-0.398139,,,0,"COM_mmoi01",,2,,
"mmoi01",,"Maison Moisson",,"",49.156845,-0.397971,,,0,"COM_mmoi01",,2,,
"hech02",,"Henry Chéron",,"",49.171547,-0.398587,,,0,"COM_hech01",,1,,
"eglo02",,"Louvigny Eglise",,"",49.158531,-0.387549,,,0,"COM_eglo01",,2,,
"hech01",,"Henry Chéron",,"",49.171597,-0.398038,,,0,"COM_hech01",,1,,
"eglo01",,"Louvigny Eglise",,"",49.158596,-0.387415,,,0,"COM_eglo01",,2,,
"nica02",,"Nice Caennais",,"",49.176105,-0.384774,,,0,"COM_nica02_1",,1,,
"loce02",,"Louvigny Centre",,"",49.156872,-0.392233,,,0,"COM_loce02_1",,2,,
"nica01",,"Nice Caennais",,"",49.176304,-0.383964,,,0,"COM_nica02_1",,1,,
"loce01",,"Louvigny Centre",,"",49.156609,-0.392140,,,0,"COM_loce02_1",,2,,
"chev02",,"Chevaliers",,"",49.176949,-0.401999,,,0,"COM_chev01",,1,,
"louvi",,"Michelet",,"",49.157307,-0.400602,,,0,"COM_louvi",,1,,
"rdou01",,"Route de Douvres",,"",49.215904,-0.505373,,,0,"COM_rdou01",,2,,
"rosel01",,"Rosel Bourg",,"Rosel",49.228394,-0.459349,,,0,"COM_rosel02",,2,,
"bouli01",,"Bouliesse",,"",49.185631,-0.503578,,,0,"ARCOM@SMA020",,2,,
"egro01",,"Rots Eglise",,"",49.211517,-0.474474,,,0,"ARCOM@ROT002",,2,,
"lhog01",,"La Hogue",,"",49.114773,-0.273834,,,0,"COM_lhog01",,2,,
"pubb01",,"Putot Bourg",,"",49.211380,-0.542408,,,0,"COM_pubb02",,2,,
"1151908",,"Campus 2",,"Campus 2",49.210159,-0.363250,,,0,"1150262",,2,,
"labo01",,"La Bouille",,"",49.174908,-0.514767,,,0,"COM_labo01",,2,,
"p27j02",,"Place du 27 Juin",,"",49.187263,-0.445691,,,0,"COM_p27j01",,1,,
"cope21",,"Copernic",,"",49.198669,-0.359313,,,0,"COM_cope21_2",,2,,
"p27j01",,"Place du 27 Juin",,"",49.187225,-0.446057,,,0,"COM_p27j01",,1,,
"mabo02",,"Mathieu Bourg",,"Bourg",49.254852,-0.373265,,,0,"ARCOM@MAT004",,2,,
"cibe02",,"Cité Bellevue",,"",49.187428,-0.412438,,,0,"COM_cibe02_1",,1,,
"cibe01",,"Cité Bellevue",,"",49.187309,-0.412593,,,0,"COM_cibe02_1",,1,,
"loco02",,"Long Cours",,"",49.161095,-0.397999,,,0,"COM_loco12",,1,,
"festy02",,"Festyland",,"",49.186359,-0.430364,,,0,"ARCOM@CAR025",,1,,
"loco01",,"Long Cours",,"",49.161289,-0.398463,,,0,"COM_loco12",,1,,
"festy01",,"Festyland",,"",49.186378,-0.429777,,,0,"ARCOM@CAR025",,1,,
"ruch02",,"Chardonnerets",,"",49.156239,-0.394671,,,0,"COM_ruch01",,2,,
"ceaq11",,"Centre Aquatique",,"",49.187569,-0.442319,,,0,"COM_ceaq11_1",,2,,
"ruch01",,"Chardonnerets",,"",49.156242,-0.394507,,,0,"COM_ruch01",,2,,
"ceaq12",,"Centre Aquatique",,"",49.187527,-0.442699,,,0,"COM_ceaq11_1",,1,,
"burr02",,"Burrator",,"Burrator",49.251362,-0.372174,,,0,"ARCOM@MAT019",,2,,
"aerc03",,"Aéroport",,"",49.184147,-0.458127,,,0,"COM_aerc11",,2,,
"matm02",,"Mathieu Mairie",,"",49.252644,-0.373415,,,0,"1178500",,2,,
"garc02",,"Garcelles Bourg",,"",49.097771,-0.289386,,,0,"COM_garc02",,2,,
"gree02",,"Les Greens",,"",49.099533,-0.284743,,,0,"COM_gree02",,2,,
"gree01",,"Les Greens",,"",49.099522,-0.284577,,,0,"COM_gree02",,2,,
"hamf01",,"Hameau du Four",,"",49.135498,-0.277869,,,0,"ARCOM@SOL022",,2,,
"garc01",,"Garcelles Bourg",,"",49.097805,-0.289487,,,0,"COM_garc02",,2,,
"sacr01",,"Saint-Aignan Mairie",,"",49.081684,-0.280892,,,0,"ARCOM@SAC020",,1,,
"ouco01",,"Collège Monnet",,"",49.280937,-0.255948,,,0,"COM_ouco01",,2,,
"capu01",,"Capucines",,"",49.278416,-0.296065,,,0,"COM_capu02",,1,,
"chat02",,"Château",,"",49.239079,-0.283528,,,0,"COM_chat02",,1,,
"bore02",,"Le Bout Renard",,"Le bout renard",49.263000,-0.485252,,,0,"ARCOM@LFR021",,2,,
"squa01",,"Square",,"",49.184593,-0.446870,,,0,"COM_squa12",,1,,
"univ21",,"Université",,"",49.188725,-0.363451,,,0,"COM_univ22",,1,,
"rpdo01",,"Port de Plaisance",,"",49.180614,-0.350764,,,0,"COM_rpdo01",,2,,
"paor01",,"Parc d'Ornano",,"",49.189114,-0.348232,,,0,"COM_paor01",,1,,
"plch01",,"Place Champlain",,"",49.197800,-0.347607,,,0,"COM_plch02",,1,,
"paor02",,"Parc d'Ornano",,"",49.188942,-0.348335,,,0,"COM_paor01",,1,,
"plch02",,"Place Champlain",,"",49.197922,-0.347511,,,0,"COM_plch02",,1,,
"vafo02",,"Foyer",,"",49.195488,-0.345640,,,0,"COM_vafo02_1",,2,,
"vafo01",,"Foyer",,"",49.195412,-0.345026,,,0,"COM_vafo02_1",,1,,
"maeg02",,"Mathieu Église",,"Eglise",49.254368,-0.369830,,,0,"1150693",,2,,
"lpla12",,"La Plaine",,"",49.185169,-0.435177,,,0,"COM_lpla11",,1,,
"cu11",,"Cité U Lebisey",,"",49.199478,-0.355440,,,0,"ARCOM@C096",,1,,
"lpla11",,"La Plaine",,"",49.185287,-0.435229,,,0,"COM_lpla11",,1,,
"lgrte02",,"La Grotte",,"",49.184357,-0.450646,,,0,"COM_lgrte01",,2,,
"clhe02",,"Clos Herbert",,"",49.192085,-0.355042,,,0,"COM_clhe02_1",,1,,
"lgrte01",,"La Grotte",,"",49.184464,-0.450804,,,0,"COM_lgrte01",,2,,
"clhe01",,"Clos Herbert",,"",49.192562,-0.354457,,,0,"COM_clhe02_1",,2,,
"lvik01",,"Les Vikings",,"Vikings",49.244846,-0.371349,,,0,"ARCOM@MAT021",,2,,
"rcau01",,"Route de Caumont",,"",49.187252,-0.416645,,,0,"COM_rcau02",,2,,
"grbu01",,"Grands Bureaux",,"Grands bureaux",49.185661,-0.311048,,,0,"COM_grbu01_1",,1,,
"rcau02",,"Route de Caumont",,"",49.187355,-0.416861,,,0,"COM_rcau02",,2,,
"univ22",,"Université",,"",49.188824,-0.363808,,,0,"COM_univ22",,1,,
"un01",,"Université",,"",49.188923,-0.363955,,,0,"COM_un01",,1,,
"squa12",,"Square",,"",49.184582,-0.446712,,,0,"COM_squa12",,1,,
"rpdo02",,"Port de Plaisance",,"",49.180470,-0.350727,,,0,"COM_rpdo01",,1,,
"chba01",,"Champs Bailly",,"Champ Bailly",49.216473,-0.415754,,,0,"1151029",,1,,
"chba02",,"Champs Bailly",,"Champ Bailly",49.216663,-0.415756,,,0,"1151029",,1,,
"ruci01",,"Rue des Cités",,"",49.187832,-0.289648,,,0,"COM_ruci01",,2,,
"isav02",,"Isaville",,"",49.294868,-0.294178,,,0,"COM_isav02",,2,,
"ruci02",,"Rue des Cités",,"",49.187935,-0.289846,,,0,"COM_ruci01",,2,,
"msol01",,"Soliers Mairie",,"",49.134659,-0.295680,,,0,"COM_msol02",,1,,
"clbe02",,"Clos Beaumois",,"",49.188171,-0.351095,,,0,"COM_clbe01_1",,1,,
"cheh02",,"Château d'Eau",,"",49.203320,-0.339859,,,0,"COM_cheh01",,1,,
"cheh01",,"Château d'Eau",,"",49.203335,-0.340169,,,0,"COM_cheh01",,1,,
"chpi",,"Champ Picot",,"",49.192001,-0.271970,,,0,"COM_chpi",,1,,
"jeme02",,"Jean Mermoz",,"",49.168739,-0.330038,,,0,"COM_jeme02_1",,1,,
"jeme01",,"Jean Mermoz",,"",49.168797,-0.329805,,,0,"COM_jeme02_1",,1,,
"chr01",,"CHR",,"",49.189884,-0.344816,,,0,"COM_chr01",,1,,
"jufe22",,"Jean Effel",,"",49.186066,-0.287432,,,0,"COM_jufe22",,1,,
"chr02",,"CHR",,"",49.189980,-0.344060,,,0,"COM_chr01",,1,,
"jufe11",,"Jean Effel",,"",49.186005,-0.287347,,,0,"COM_jufe22",,1,,
"vend12",,"Vendeuvre",,"",49.181992,-0.353779,,,0,"COM_vend12_1",,1,,
"vend11",,"Vendeuvre",,"",49.181808,-0.353119,,,0,"COM_vend12_1",,2,,
"quat11",,"Château Quatrans",,"Quatrans",49.184982,-0.363313,,,0,"1150268",,1,,
"rema02",,"Reine Mathilde",,"",49.187737,-0.354835,,,0,"COM_REMA01",,1,,
"rdba02",,"Barentins",,"",49.180805,-0.271343,,,0,"COM_rdba01",,1,,
"quat12",,"Château Quatrans",,"",49.185093,-0.363348,,,0,"1150268",,1,,
"rdba01",,"Barentins",,"",49.180500,-0.271271,,,0,"COM_rdba01",,1,,
"19ma01",,"19 Mars",,"",49.165344,-0.324482,,,0,"COM_19ma02",,1,,
"avbo02",,"Avenue du Bois",,"",49.281223,-0.267757,,,0,"COM_avbo02_1",,1,,
"clbe01",,"Clos Beaumois",,"",49.188114,-0.352176,,,0,"COM_clbe01_1",,1,,
"19ma02",,"19 Mars",,"",49.164841,-0.324811,,,0,"COM_19ma02",,1,,
"avbo01",,"Avenue du Bois",,"",49.281116,-0.266496,,,0,"COM_avbo02_1",,1,,
"mafo01",,"Maurice Fouques",,"Maurice Fouques",49.171749,-0.328709,,,0,"COM_mafo04",,1,,
"clgr02",,"Le Clos",,"",49.147682,-0.287358,,,0,"ARCOM@GRE020",,2,,
"vaba02",,"Vallée Barrey",,"",49.170929,-0.309922,,,0,"COM_vaba01",,1,,
"semi01",,"Séminaire",,"Séminaire",49.185173,-0.396011,,,0,"1150273",,1,,
"carpm01",,"Carpiquet Mairie",,"",49.183846,-0.440556,,,0,"ARCOM@CAR003",,2,,
"htha02",,"Hauts de Thaon",,"Hauts de Thaon",49.255692,-0.456515,,,0,"COM_htha02",,2,,
"reth02",,"Rethel",,"",49.169781,-0.334378,,,0,"COM_reth01",,1,,
"lese01",,"Les Semeurs",,"",49.193130,-0.268514,,,0,"COM_lese01",,1,,
"reth01",,"Rethel",,"",49.169884,-0.334376,,,0,"COM_reth01",,1,,
"jocu02",,"Joliot Curie",,"",49.230457,-0.303057,,,0,"COM_jocu01",,1,,
"vaba01",,"Vallée Barrey",,"",49.171005,-0.310296,,,0,"COM_vaba01",,1,,
"bel02",,"Bellivet",,"",49.183113,-0.360419,,,0,"COM_bel01",,1,,
"lyma11",,"Lycée Malherbe",,"",49.176437,-0.370998,,,0,"COM_lyma11",,1,,
"bel01",,"Bellivet",,"Bellivet",49.182823,-0.360345,,,0,"COM_bel01",,1,,
"lyma12",,"Lycée Malherbe",,"",49.175846,-0.371296,,,0,"COM_lyma11",,1,,
"rher11",,"Rue d'Hérouville",,"",49.193848,-0.346040,,,0,"COM_rher11",,2,,
"macu01",,"Cuverville Mairie",,"",49.192394,-0.263507,,,0,"COM_macu01_1",,1,,
"rher12",,"Rue d'Hérouville",,"",49.193817,-0.345587,,,0,"COM_rher11",,2,,
"macu02",,"Cuverville Mairie",,"",49.191635,-0.263468,,,0,"COM_macu01_1",,1,,
"form",,"Formigny",,"",49.173382,-0.338803,,,0,"COM_form",,1,,
"rdja02",,"Rue des Jardins",,"",49.179710,-0.266451,,,0,"COM_rdja02",,1,,
"mabl01",,"Blainville Mairie",,"",49.228065,-0.300498,,,0,"COM_mabl01",,1,,
"rdja01",,"Rue des Jardins",,"",49.179653,-0.266590,,,0,"COM_rdja02",,1,,
"mabl02",,"Blainville Mairie",,"",49.228138,-0.300075,,,0,"COM_mabl01",,1,,
"lese02",,"Les Semeurs",,"",49.193241,-0.268422,,,0,"COM_lese01",,1,,
"lanf02",,"Collège Hasting",,"Lanfranc",49.184895,-0.379085,,,0,"ARCOM@C024",,2,,
"gruch01",,"Gruchy",,"Gruchy",49.216656,-0.436066,,,0,"1150864",,2,,
"noeg02",,"Norrey Eglise",,"",49.197590,-0.513815,,,0,"COM_noeg02",,2,,
"pres02",,"Pressoir",,"Pressoir",49.139771,-0.507630,,,0,"COM_pres01",,1,,
"psau02",,"Place des Saules",,"Place des saules",49.257107,-0.452825,,,0,"ARCOM@THA021",,2,,
"bocl01",,"Bois Claquet",,"",49.177490,-0.305678,,,0,"COM_bocl01_1",,1,,
"smae02",,"Saint-Manvieu Eglise",,"",49.180717,-0.501469,,,0,"ARCOM@SMA002",,2,,
"bocl02",,"Bois Claquet",,"",49.177643,-0.305217,,,0,"COM_bocl01_1",,2,,
"cbou03",,"Cheux Bourg",,"",49.167446,-0.525388,,,0,"COM_cbou01",,1,,
"lmare02",,"Le Mareschet",,"",49.181877,-0.490265,,,0,"COM_lmare01",,2,,
"lema02",,"Le Marcelet",,"",49.183105,-0.484151,,,0,"ARCOM@SMA024",,2,,
"lema01",,"Le Marcelet",,"",49.183205,-0.482583,,,0,"ARCOM@SMA024",,2,,
"vale01",,"Valeuse",,"",49.204079,-0.335105,,,0,"COM_avva02",,1,,
"vale02",,"Valeuse",,"",49.203960,-0.334991,,,0,"COM_avva02",,1,,
"jocu01",,"Joliot Curie",,"",49.230259,-0.302807,,,0,"COM_jocu01",,1,,
"rtro01",,"Route de Rouen",,"",49.173996,-0.330267,,,0,"COM_rtro01",,1,,
"stpr02",,"Prestavoine",,"",49.201408,-0.342203,,,0,"COM_stpr01",,1,,
"rtro02",,"Route de Rouen",,"",49.173714,-0.328917,,,0,"COM_rtro01",,1,,
"stpr01",,"Prestavoine",,"",49.200729,-0.343563,,,0,"COM_stpr01",,1,,
"eggi01",,"Giberville Eglise",,"",49.182800,-0.290551,,,0,"COM_eggi01_1",,1,,
"pala02",,"Paul Langevin",,"",49.168598,-0.326652,,,0,"COM_pala02_1",,2,,
"eggi02",,"Giberville Eglise",,"",49.183067,-0.289499,,,0,"COM_eggi01_1",,1,,
"pala01",,"Paul Langevin",,"",49.168823,-0.326754,,,0,"COM_pala02_1",,1,,
"edro01",,"Edmond Rostand",,"",49.174397,-0.333741,,,0,"COM_edro01",,1,,
"crgu02",,"Croix Guérin",,"",49.190514,-0.357888,,,0,"COM_crgu02",,1,,
"edro02",,"Edmond Rostand",,"",49.174084,-0.332139,,,0,"COM_edro01",,1,,
"crgu01",,"Croix Guérin",,"",49.190777,-0.357039,,,0,"COM_crgu02",,1,,
"queb02",,"Palais des Sports",,"",49.172058,-0.385377,,,0,"COM_queb11",,1,,
"1151266",,"ANISY - Saint Pierre",,"Saint Pierre",49.250301,-0.389520,,,0,"COM_1151266",,2,,
"1151264",,"ANISY - La Perelle",,"La Perelle",49.249691,-0.395560,,,0,"COM_1151264",,2,,
"madr02",,"Madrid",,"",49.144032,-0.346327,,,0,"COM_madr02_1",,1,,
"madr01",,"Madrid",,"",49.143951,-0.345997,,,0,"COM_madr02_1",,1,,
"zaif01",,"Ifs ZA",,"",49.142136,-0.340538,,,0,"COM_zaif02",,1,,
"memo02",,"Mémorial",,"",49.198563,-0.382878,,,0,"COM_memo02",,1,,
"zaif02",,"Ifs ZA",,"",49.141941,-0.340678,,,0,"COM_zaif02",,1,,
"memo01",,"Mémorial",,"",49.198494,-0.382368,,,0,"COM_memo02",,1,,
"clho02",,"Clair Horizon",,"",49.158100,-0.351008,,,0,"COM_clho02_1",,1,,
"5con02",,"5 Continents",,"",49.202057,-0.382237,,,0,"COM_5con01_1",,1,,
"clho01",,"Clair Horizon",,"",49.158421,-0.350893,,,0,"COM_clho02_1",,1,,
"poeu01",,"Europe",,"",49.200306,-0.378598,,,0,"COM_poeu01",,1,,
"bepa02",,"Bernard Palissy",,"",49.184319,-0.392443,,,0,"COM_bepa02",,1,,
"poeu02",,"Europe",,"",49.200157,-0.379479,,,0,"COM_poeu01",,1,,
"mupl01",,"Musique en Plaine",,"",49.125267,-0.307827,,,0,"COM_mupl02",,2,,
"broc02",,"Brocéliande",,"",49.179150,-0.402294,,,0,"COM_brc04",,1,,
"mupl02",,"Musique en Plaine",,"",49.125320,-0.307779,,,0,"COM_mupl02",,2,,
"vaug01",,"Vaugueux",,"Vaugueux",49.185532,-0.360578,,,0,"ARCOM@C052",,1,,
"debu01",,"Debussy",,"",49.140583,-0.354593,,,0,"COM_debu12_1",,1,,
"mlk01",,"Martin Luther King",,"",49.134964,-0.288533,,,0,"COM_mlk02",,1,,
"gall",,"Venoix",,"",49.181026,-0.401349,,,0,"COM_gall32",,1,,
"albe21",,"Albert 1er",,"",49.170498,-0.347815,,,0,"COM_albe22",,1,,
"ptve02",,"Pont de Venoix",,"",49.174919,-0.388324,,,0,"COM_ptve11",,1,,
"rotb01",,"Rots Bonny",,"",49.203686,-0.475706,,,0,"COM_rotb02",,2,,
"rotb02",,"Rots Bonny",,"",49.203594,-0.475660,,,0,"COM_rotb02",,2,,
"tour01",,"Tourterelles",,"",49.194698,-0.392549,,,0,"COM_tour02",,1,,
"tour02",,"Tourterelles",,"",49.194824,-0.392432,,,0,"COM_tour02",,1,,
"ladr11",,"La Dronnière",,"",49.139294,-0.336299,,,0,"COM_ladr11",,1,,
"quju11",,"Quai de Juillet",,"",49.178020,-0.354053,,,0,"COM_quju11",,2,,
"ladr12",,"La Dronnière",,"",49.139336,-0.336835,,,0,"COM_ladr11",,1,,
"jaca12",,"Jacques Cartier",,"",49.208649,-0.429376,,,0,"COM_jaca12",,1,,
"heke01",,"Hélène Keller",,"",49.185543,-0.339893,,,0,"COM_heke01_1",,1,,
"heke02",,"Hélène Keller",,"",49.185516,-0.339223,,,0,"COM_heke01_1",,1,,
"clgr01",,"Le Clos",,"",49.147430,-0.287699,,,0,"ARCOM@GRE020",,2,,
"albe22",,"Albert 1er",,"",49.170059,-0.347730,,,0,"COM_albe22",,2,,
"hube02",,"Hubert Centre",,"",49.127419,-0.313298,,,0,"COM_hube01",,2,,
"rvi01",,"Accueil Renault Trucks",,"",49.212006,-0.298710,,,0,"COM_rvi01",,2,,
"mafo04",,"Maurice Fouques",,"",49.171169,-0.328646,,,0,"COM_mafo04",,2,,
"mafo03",,"Maurice Fouques",,"",49.171108,-0.328522,,,0,"COM_mafo04",,2,,
"qulo02",,"Quai de la Londe",,"",49.183311,-0.354040,,,0,"COM_qulo02",,2,,
"obsu22",,"Object'Ifs Sud",,"",49.139187,-0.330264,,,0,"COM_obsu22_1",,1,,
"qulo01",,"Quai de la Londe",,"",49.183323,-0.353876,,,0,"COM_qulo02",,1,,
"obsu21",,"Object'Ifs Sud",,"",49.139042,-0.330791,,,0,"COM_obsu22_1",,1,,
"vdes02",,"Collège Desmeserets",,"",49.170929,-0.351363,,,0,"COM_vdes02",,1,,
"touv01",,"Tourville",,"",49.184574,-0.348970,,,0,"COM_touv02",,1,,
"vdes01",,"Collège Desmeserets",,"",49.170975,-0.351706,,,0,"COM_vdes02",,1,,
"touv02",,"Tourville",,"",49.184502,-0.347508,,,0,"COM_touv02",,1,,
"majo01",,"Maréchal Joffre",,"",49.171543,-0.349649,,,0,"COM_majo01_1",,1,,
"flor11",,"Les Florals",,"",49.193138,-0.375785,,,0,"COM_flor01",,1,,
"avia02",,"Aviation",,"CAEN_Aviation",49.164318,-0.349748,,,0,"COM_avia01",,1,,
"C029B",,"Lycée Malherbe",,"Lycée Malherbe",49.176945,-0.371218,,,0,"COM_lyma11",,2,,
"C029A",,"Lycée Malherbe",,"Lycée Malherbe",49.175949,-0.371003,,,0,"COM_lyma11",,2,,
"flor01",,"Les Florals",,"",49.192825,-0.375727,,,0,"COM_flor01",,1,,
"doau02",,"Docteur Auvray",,"",49.192989,-0.345314,,,0,"COM_doau02",,1,,
"deca02",,"Decaen",,"",49.168465,-0.346883,,,0,"COM_deca01",,1,,
"doau01",,"Docteur Auvray",,"",49.192970,-0.346401,,,0,"COM_doau02",,1,,
"sene01",,"Senestre",,"Senestre",49.200665,-0.463056,,,0,"COM_sene01",,2,,
"sene02",,"Senestre",,"Senestre",49.200565,-0.463064,,,0,"COM_sene01",,2,,
"ifcl02",,"Clément Ader",,"",49.142788,-0.325406,,,0,"COM_ifcl01",,2,,
"dovi01",,"Docteur Vincent",,"",49.191849,-0.347913,,,0,"COM_dovi01_1",,1,,
"ifcl01",,"Clément Ader",,"",49.142673,-0.325148,,,0,"COM_ifcl01",,2,,
